"Dataset","N","Male","Female","Right","Left","AgeMin","AgeMax","AgeMed","ICVMin","ICVMax","ICVMed","File","MaleProp","RightProp","ScannerField","FSVersion","yi","vi","df"
"NICHE",80,67,13,69,11,7,16,10,1272060,1862389,1563165,"ADHDs/NICHE/ASY_DescriptiveInfo.Rdata",0.8375,0.8625,NA,5.1,0.168223373071736,0.0137047236705921,73
"NIH",304,205,99,NA,NA,4,18,10,1146550,1829489,1460903,"ADHDs/NIH/ASY_DescriptiveInfo.Rdata",0.674342105,NA,NA,5.1,0.106253641580085,0.00483483133737747,207
"NYU ADHD",40,22,18,35,NA,20,49,31,934852,1762720,1497460,"ADHDs/NYU ADHD/ASY_DescriptiveInfo.Rdata",0.55,1,NA,5.3,-0.743257408625657,0.0335846259931175,37
"OHSU",112,60,52,NA,NA,7,13,10,966984,1890000,1450000,"ADHDs/OHSU/ASY_DescriptiveInfo.Rdata",0.535714286,NA,NA,NA,0.148152490399189,0.00927499614867652,108
"UAB-ADHD",95,64,31,15,2,6,50,27,1004270,1972030,1448310,"ADHDs/UAB-ADHD/ASY_DescriptiveInfo.Rdata",0.673684211,0.882352941,NA,5.3,0.0685775380188423,0.0107779724662405,92
"UCHZ",39,21,18,38,1,9,53,15,1059950,1864990,1483240,"ADHDs/UCHZ/ASY_DescriptiveInfo.Rdata",0.538461538,0.974358974,NA,NA,0.268527753654546,0.0265654763395225,38
"HUBIN_KASP",77,43,34,70,4,20,68.97,44.85,1321762,1992782,1560192,"Aldo/HUBIN_KASP/ASY_DescriptiveInfo.Rdata",0.558441558,0.945945946,NA,NA,-0.600850476856775,0.0157401419702601,74
"TOP15T",303,159,144,279,22,18.28,73.4,33.97,1199482,2065684,1613283,"Aldo/TOP15T/ASY_DescriptiveInfo.Rdata",0.524752475,0.926910299,1.5,NA,-0.571965442143126,0.00387857411167664,299
"TOP3T_0",380,204,176,277,42,12.5,78,31.1,1080887,2023835,1546874,"Aldo/TOP3T_0/ASY_DescriptiveInfo.Rdata",0.536842105,0.868338558,3,NA,-0.0293152794649774,0.00265365966261288,376
"TOP3T_GE750",386,178,208,275,23,12.01,88,42,1190360,1981293,1545960,"Aldo/TOP3T_GE750/ASY_DescriptiveInfo.Rdata",0.461139896,0.922818792,3,NA,0.0470000193043283,0.00260704297111277,383
"Anna",165,92,73,160,5,8,17,15,1211620,1999940,1549165,"Anna/ASY_DescriptiveInfo.Rdata",0.557575758,0.96969697,NA,NA,-0.103406974561048,0.00616776994597506,162
"AnneU",30,16,14,28,2,19,40,26.5,1070000,1790000,1425000,"AnneU/ASY_DescriptiveInfo.Rdata",0.533333333,0.933333333,NA,NA,-0.561653502165998,0.0385909109415888,29
"BIG",2326,973,1353,1995,103,17.39,82.66,22.47,1076480,2086070,1610760,"BIG/ASY_DescriptiveInfo.Rdata",0.418314703,0.950905624,NA,NA,-0.0550316617648782,0.000430944166049183,2323
"BILGIN",453,221,232,248,205,18.08,57.18,24.03,1111532,1835334,1396760,"BILGIN/ASY_DescriptiveInfo.Rdata",0.48785872,0.547461369,3,5.3,0.804734758917929,0.00294832743007873,448
"CAMH_ASD",146,77,69,139,6,18,86,40,1123430,1833770,1471570,"CAMH_ASD/ASY_DescriptiveInfo.Rdata",0.52739726,0.95862069,NA,NA,-0.0907951482582666,0.0069730686074557,143
"Christoph",85,44,41,NA,NA,21,75,35,1240000,1930000,1570000,"Christoph/ASY_DescriptiveInfo.Rdata",0.517647059,NA,NA,NA,0.0433008281917558,0.0120594877212174,82
"ClarissaBr",398,149,249,110,5,18,55,32,811432,1900000,1330000,"ClarissaBr/ASY_DescriptiveInfo.Rdata",0.374371859,0.956521739,NA,NA,0.306907011146326,0.00265087583986174,394
"Colm_UCSF",88,46,42,NA,NA,13,17,15,1230000,1810000,1560000,"Colm_UCSF/ASY_DescriptiveInfo.Rdata",0.522727273,NA,NA,NA,-0.415692364722325,0.0124873571384393,86
"ClinG_sample",323,132,191,307,15,18,58,24,1062340,2081450,1581790,"Egle/ClinG_sample/ASY_DescriptiveInfo.Rdata",0.408668731,0.953416149,NA,NA,-0.697437019095199,0.00387292584985109,320
"HMS_sample",55,21,34,44,7,19,64,41,1155270,1921180,1525650,"Egle/HMS_sample/ASY_DescriptiveInfo.Rdata",0.381818182,0.862745098,NA,NA,-0.128167435521158,0.019022895203095,52
"EstherCOBRE",70,50,20,69,1,18,65,34.5,1070000,1920000,1505000,"EstherCOBRE/ASY_DescriptiveInfo.Rdata",0.714285714,0.985714286,NA,NA,-0.569296286302279,0.016600701868554,69
"EstherMCIC",164,102,62,150,5,18,60,27,1290000,1990000,1615000,"EstherMCIC/ASY_DescriptiveInfo.Rdata",0.62195122,0.967741935,NA,NA,-0.0903404250066032,0.00619802898885918,161
"FIDMAG",117,55,62,117,0,21,63,41,1211550,1850590,1509640,"FIDMAG/ASY_DescriptiveInfo.Rdata",0.47008547,1,NA,NA,0.0168427607557584,0.00885081273712334,112
"GEB",674,305,374,616,26,16.92,24.08,20.33,861850,1597510,1129565,"GEB/ASY_DescriptiveInfo.Rdata",0.449189985,0.959501558,3,5.3,-0.387385236491232,0.00160452785182938,669
"GloriaBPSydney",100,47,53,91,8,14,30,22,995969,1784914,1360040,"GloriaBPSydney/ASY_DescriptiveInfo.Rdata",0.47,0.919191919,NA,NA,-0.0354113634466381,0.0103157420858822,96
"JPCapeTown",26,10,16,26,0,19,56,29,1333950,1885170,1577910,"JPCapeTown/ASY_DescriptiveInfo.Rdata",0.384615385,1,NA,NA,-0.107406930518922,0.0386833893985288,25
"Malt",44,18,26,43,1,20,50,27.5,970748,1648073,1307202,"Malt/ASY_DescriptiveInfo.Rdata",0.409090909,0.977272727,NA,NA,0.356082470983914,0.0253189848350239,41
"MatthewSacchet",59,23,36,49,9,18.85,60.53,35.73,1060000,1710000,1430000,"MatthewSacchet/ASY_DescriptiveInfo.Rdata",0.389830508,0.844827586,NA,NA,-0.0548685911203545,0.0200301056229153,49
"MDD_Ilya",74,31,43,NA,NA,20,64,40.5,1300000,1930000,1570000,"MDD_Ilya/ASY_DescriptiveInfo.Rdata",0.418918919,NA,NA,NA,-0.0207951470674749,0.0140875523812786,70
"MichelleLBC",636,336,300,593,38,71.04,74.22,72.69,1059294,1812082,1433641,"MichelleLBC/ASY_DescriptiveInfo.Rdata",0.528301887,0.93977813,NA,NA,-0.023526217925885,0.00158522462989691,630
"ASY_results_FOR2107",425,160,265,403,22,18,65,27,1150870,1948960,1544530,"Muenster/ASY_results_FOR2107/ASY_DescriptiveInfo.Rdata",0.376470588,0.948235294,NA,NA,-0.265166342420405,0.00249435323994291,414
"ASY_results_MuensterCohort",739,323,416,725,14,17,65,32,930805,2015100,1432380,"Muenster/ASY_results_MuensterCohort/ASY_DescriptiveInfo.Rdata",0.437077131,0.98105548,NA,NA,-0.0215342234945243,0.00137394486454774,727
"NESDA",65,23,42,NA,NA,21,56,40,992501,1906610,1499970,"NESDA/ASY_DescriptiveInfo.Rdata",0.353846154,NA,NA,NA,0.204297764853179,0.0162042664819365,62
"NeuroIMAGE",388,180,208,NA,NA,7.72,28.59,16.53,1259250,2025730,1579145,"NeuroIMAGE/ASY_DescriptiveInfo.Rdata",0.463917526,NA,NA,NA,-0.397591953783563,0.00281733598134913,382
"NicolaMAS",532,242,290,497,16,70.3,90.06,78.08,912609,1884820,1376990,"NicolaMAS/ASY_DescriptiveInfo.Rdata",0.454887218,0.968810916,NA,NA,0.215978122430518,0.00196415215870308,520
"NicolaOATS",413,143,270,369,23,65,89,69,1052340,1882020,1425270,"NicolaOATS/ASY_DescriptiveInfo.Rdata",0.346246973,0.941326531,NA,NA,-0.15922889118075,0.00249427812781607,405
"NORM_Moscow",54,54,0,NA,NA,16.07,27.62,22.94,1149026,1872418,1533725,"NORM_Moscow/ASY_DescriptiveInfo_nosex.Rdata",1,NA,NA,NA,0.445336049253926,0.0203548536737509,53
"NUIG",83,48,35,69,5,18,58,36,1270000,1960000,1570000,"NUIG/ASY_DescriptiveInfo.Rdata",0.578313253,0.932432432,NA,NA,0.171558302704263,0.0112746236179265,89
"01_Cheng_1.5T",38,11,27,NA,NA,18,49,30.5,1123950,1641540,1367960,"OCD/01_Cheng_1.5T/ASY_DescriptiveInfo.Rdata",0.289473684,NA,1.5,NA,0.32913585503092,0.0310048589862784,33
"01_Cheng_3T",93,27,66,NA,NA,22,39,25,933842,1753880,1307235,"OCD/01_Cheng_3T/ASY_DescriptiveInfo.Rdata",0.290322581,NA,3,NA,-0.0574584677290573,0.0113823947472373,87
"02_Heuvel_1.5T",49,19,30,44,5,21,53,29,1162690,1843920,1478330,"OCD/02_Heuvel_1.5T/ASY_DescriptiveInfo.Rdata",0.387755102,0.897959184,1.5,NA,0.138360484453087,0.0219472133006314,45
"02_Heuvel_3T",36,17,19,29,5,21.51,64.02,39.55,1271150,1780840,1567660,"OCD/02_Heuvel_3T/ASY_DescriptiveInfo.Rdata",0.472222222,0.852941176,3,NA,-0.551597844305414,0.0338861791447409,33
"03_Huyser",23,9,14,21,2,8.67,16.83,14.42,1210000,1600000,1400000,"OCD/03_Huyser/ASY_DescriptiveInfo.Rdata",0.391304348,0.913043478,3,NA,0.1808924081155,0.0508180515828456,19
"04_Mataix_Cols",33,21,12,17,2,21,63,32,1200000,1970000,1450000,"OCD/04_Mataix_Cols/ASY_DescriptiveInfo.Rdata",0.636363636,0.894736842,1.5,NA,-0.091262465129423,0.0334721472923583,29
"OXUK",35,16,19,31,4,13.7,18.88,16.27,1370000,1960000,1640000,"OXUK/ASY_DescriptiveInfo.Rdata",0.457142857,0.885714286,NA,NA,-0.0873751532547313,0.0304187032940347,32
"GRADUAL",449,207,242,NA,NA,17,27,20,897723,1833040,1432528,"QiuOld/GRADUAL/ASY_DescriptiveInfo.Rdata",0.461024499,NA,3,5.3,0.0974315238505349,0.00224273761366053,447
"OLDERS",193,58,135,NA,NA,30,80,60,1052606,1787736,1393392,"QiuOld/OLDERS/ASY_DescriptiveInfo.Rdata",0.300518135,NA,3,5.3,-0.139051883967014,0.0052314389285875,192
"QTIM",1040,366,674,NA,NA,15.4,30.11,22.04,1140000,2010000,1470000,"QTIM/ASY_DescriptiveInfo.Rdata",0.351923077,NA,NA,NA,-1.06624050435816,0.00151686112820791,1033
"Quinn",54,23,31,NA,NA,7,24,17,1280000,1880000,1570000,"Quinn/ASY_DescriptiveInfo.Rdata",0.425925926,NA,NA,NA,-0.36109431723098,0.0200980104333633,52
"SaoPaulo1",69,45,24,NA,NA,17,43,27,787079,1316860,1045415,"SaoPaulo1/ASY_DescriptiveInfo.Rdata",0.652173913,NA,NA,5.3,-0.297512503674273,0.015822073407898,65
"SaoPaulo3",85,45,40,NA,NA,18,50,29,1014957,1860720,1465983,"SaoPaulo3/ASY_DescriptiveInfo.Rdata",0.529411765,NA,NA,NA,-0.500481551281243,0.0137224498973956,81
"SaudEPIGEN",68,39,29,63,5,18.35,54.11,33.44,920698,2020000,1560000,"SaudEPIGEN/ASY_DescriptiveInfo.Rdata",0.573529412,0.926470588,NA,NA,0.314099666306015,0.0158989287907087,65
"SHIP-2",448,250,198,408,22,31,89,57,1215740,2036700,1573160,"SHIP/SHIP-2/ASY_DescriptiveInfo.Rdata",0.558035714,0.948837209,NA,NA,-0.0668614332902748,0.000876079742684279,1143
"SHIP-TREND-0",937,528,409,855,36,21,81,51,1166230,2047120,1596805,"SHIP/SHIP-TREND-0/ASY_DescriptiveInfo.Rdata",0.563500534,0.95959596,NA,NA,-0.0768470302376006,0.000475558431971631,2108
"StenerEOP",47,20,27,44,3,12.01,18.78,16.13,1288205,1880424,1531958,"StenerEOP/ASY_DescriptiveInfo.Rdata",0.425531915,0.936170213,NA,NA,0.0388107749938606,0.0217555030027785,45
"UMCG_sample_groenewold",23,6,17,NA,NA,24,66,44,1207950,1816640,1471080,"UMCG_sample_groenewold/ASY_DescriptiveInfo.Rdata",0.260869565,NA,NA,NA,-0.543583189999559,0.0573870671112524,19
"1.5T_Adults_Lateralization",20,14,6,NA,NA,18,38,24.5,1084040,1685950,1424395,"Venkat/1.5T_Adults_Lateralization/ASY_DescriptiveInfo.Rdata",0.7,NA,1.5,NA,-0.081806221808326,0.0501673064481638,19
"3T_Adults_Lateralization",170,108,62,NA,NA,18,45,26,995985,1710000,1410000,"Venkat/3T_Adults_Lateralization/ASY_DescriptiveInfo.Rdata",0.635294118,NA,3,NA,-0.073421389855849,0.00596842470383442,167
"3T_Child_Adolescent_Lateralization",14,7,7,NA,NA,10,18,14,1140000,1670000,1340000,"Venkat/3T_Child_Adolescent_Lateralization/ASY_DescriptiveInfo.Rdata",0.5,NA,3,NA,NA,NA,NA
"Cousijn",40,25,15,37,3,17.66,26.04,21.68,979900,1884780,1481670,"Vermont/Cousijn/ASY_DescriptiveInfo.Rdata",0.625,0.925,NA,NA,-0.161404191024391,0.0259750168317979,38
"DStein",63,50,13,63,0,3,53,25,1170000,1860000,1600000,"Vermont/DStein/ASY_DescriptiveInfo.Rdata",0.793650794,1,NA,NA,-0.619187175767898,0.0201982437172494,58
"EStein",230,113,117,230,0,18,55,29.5,856579,1829470,1409095,"Vermont/EStein/ASY_DescriptiveInfo.Rdata",0.491304348,1,NA,NA,0.105240011224434,0.00444928199106752,225
"Foxe",22,15,4,NA,NA,20,55,40,875116,1410000,1285000,"Vermont/Foxe/ASY_DescriptiveInfo.Rdata",0.789473684,NA,NA,NA,0.686227506410908,0.0650238997514456,18
"Garavan",15,11,4,NA,NA,19,33,22,1230000,1700000,1470000,"Vermont/Garavan/ASY_DescriptiveInfo.Rdata",0.733333333,NA,NA,NA,NA,NA,NA
"London",101,45,56,99,2,18,54,33,1317580,1897910,1578800,"Vermont/London/ASY_DescriptiveInfo.Rdata",0.445544554,0.98019802,NA,NA,-0.0793519887521999,0.0101328118086815,98
"Luijten",43,27,16,43,0,18,28,22,1267940,1884160,1558980,"Vermont/Luijten/ASY_DescriptiveInfo.Rdata",0.627906977,1,NA,NA,0.0187912041510292,0.0270317987750466,36
"Momenan",140,73,67,128,12,21,55,29,880047,1870000,1380000,"Vermont/Momenan/ASY_DescriptiveInfo.Rdata",0.521428571,0.914285714,NA,NA,-0.329436543920963,0.00763959578431373,137
"Orr",14,13,1,14,0,14,19,16,1459160,1816790,1654990,"Vermont/Orr/ASY_DescriptiveInfo.Rdata",0.928571429,1,NA,NA,NA,NA,NA
"Ozlem",22,12,11,20,1,17,23,20,1002660,1603610,1363665,"Vermont/Ozlem/ASY_DescriptiveInfo.Rdata",0.52173913,0.952380952,NA,NA,0.241385899710504,0.0447449380995446,22
"Paulus",31,18,13,NA,NA,18,55,37,1205720,1710840,1460350,"Vermont/Paulus/ASY_DescriptiveInfo.Rdata",0.580645161,NA,NA,NA,-0.428904175134543,0.0352251417975459,30
"Schmaal",18,18,0,18,0,29,56,43,1443460,1837480,1652215,"Vermont/Schmaal/ASY_DescriptiveInfo_nosex.Rdata",1,1,NA,NA,0.0997542266931469,0.0558319696039763,17
"Sinha",131,86,45,115,15,19,50,27,844969,1350000,1090000,"Vermont/Sinha/ASY_DescriptiveInfo.Rdata",0.65648855,0.884615385,NA,NA,-0.862247190032019,0.0108867865742782,125
"Sjoerds",20,14,6,17,3,27,68,49.5,1260000,1850000,1565000,"Vermont/Sjoerds/ASY_DescriptiveInfo.Rdata",0.7,0.85,NA,NA,0.193540058934364,0.0509364438603079,19
"VanHolst",24,24,0,24,0,21,53,38.5,1295890,2013820,1674265,"Vermont/VanHolst/ASY_DescriptiveInfo_nosex.Rdata",1,1,NA,NA,-0.0247729211891347,0.0416794520338384,23
"Yucel",179,116,66,NA,NA,18,55,19,1290000,1990000,1590000,"Vermont/Yucel/ASY_DescriptiveInfo.Rdata",0.637362637,NA,NA,NA,0.127351604092664,0.00560060675295826,179
"Kwon_3T",89,54,35,NA,NA,18,48,25,1190000,1920000,1570000,"YunOCD/Kwon_3T/ASY_DescriptiveInfo.Rdata",0.606741573,NA,3,NA,-0.0181639994326949,0.0117666466522082,84
"KwonNMC_15T",103,57,46,NA,NA,18,36,24,1200000,1830000,1550000,"YunOCD/KwonNMC_15T/ASY_DescriptiveInfo.Rdata",0.553398058,NA,1.5,NA,0.467962608670907,0.0109850940748222,100
"KwonSNU_15T",45,29,16,NA,NA,18,42,24,1250000,1920000,1560000,"YunOCD/KwonSNU_15T/ASY_DescriptiveInfo.Rdata",0.644444444,NA,1.5,NA,0.229952299333713,0.0228097562218762,44
